unique_id,district,site,chickens,cows,pigs,bikes,goats,sheep,ducks,pesticide,yield_kg_pa,plot_acres,weed,hybrid,yield_kg_ph,country,year,season,crop,intercrop,can_kg_ph,dap_kg_ph,urea_kg_ph,hh_num,basal_method,field_latitude,field_longitude,chicks,oxen,seed_type,plot_hectares,FAW,striga,electricity,rabbits,flood,comp_source_manure,stemborer,mlnd,cutworms,msv,slope_angle_num,slope,seed_depth_num,guinea_fowl,hh_num_under18,distance_meter,fertility,drought,compost,comp_method,comp_quality,prev_season_lime_kg,aphids,lime_kg_ph,localseed_kg_ph,hybridseed_kg_ph,comp_kg_pa,comp_wb_pa,prev_season_yield,hh_num_under5,lime_method,prev_season_npk_kg,prev_season_dap_kg,prev_season_can_kg,prev_season_urea_kg,chicken_binary,goats_binary,cows_binary,radio_binary,bikes_binary,pest_disease,comp_source,npk_kg_ph,intercrop_type,plants_sqm_spacing,blight,row_spacing,plant_spacing,slope_angle_des,seed_depth_est,harvest_date,plant_date,site_longitude,site_latitude,district_raw,field_gps_flagged_invalid,plant_date_flagged_implausible,growing_season_days,growing_season_days_flagged,hybridseed_2017_methodology_flag,seed_type_clean,seed_type_primary,seed_type_is_mixed,seed_category,yield_kg_ph_flagged_outlier,yield_kg_ph_winsorized,yield_kg_ph_crop_failure,dap_kg_ph_flagged_outlier,dap_kg_ph_winsorized,urea_kg_ph_flagged_outlier,urea_kg_ph_winsorized,npk_kg_ph_flagged_outlier,npk_kg_ph_winsorized,can_kg_ph_flagged_outlier,can_kg_ph_winsorized,lime_kg_ph_flagged_outlier,lime_kg_ph_winsorized,comp_wb_pa_flagged_outlier,comp_wb_pa_winsorized,plot_acres_flagged_outlier,fertility_is_missing,slope_angle_num_is_missing,slope_is_missing,distance_meter_is_missing,pest_disease_is_missing,comp_method_is_missing,comp_quality_is_missing
00aad35e,masaba,Mogweko,,5.0,,,,,,,1023.684,0.5,,True,2529.575,Kenya,2016,long_rains,maize,False,0.0,19.7684,0.0,6.0,,-0.857308149337769,34.9420280456543,,,local,0.202343001961708,,,False,,,,,,,,,,,,4.0,,,False,True,,,,,0.0,19.7684,17.791559,0.0,0.0,150.0,,,,,,,,,,,,,,0.0,,,,,,,,,2016-02-10,34.9099515,-0.8453845,masaba,False,False,,False,False,local,local,False,local,False,2529.575,False,False,19.7684,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,True,True,True,True,True,True
00b552f1,sirisia,Ndakaru,,5.0,,,,,,,1015.789,0.5,,False,2510.0659,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,5.0,,0.741074979305267,34.4708251953125,,,other_hybrid,0.202343001961708,,,False,,,,,,,,,,,,3.0,,,True,False,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-16,34.4606015,0.7362898,sirisia,False,False,,False,False,other_hybrid,other_hybrid,False,other_hybrid,False,2510.0659,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
00bafe90,busia,Elukongo,,2.0,,,,,,,331.57889,0.5,,True,819.34808,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,10.0,,0.581971824169159,34.5583953857422,,,dk_8031,0.202343001961708,,,False,,,,,,,,,,,,6.0,,,True,True,,,,,0.0,0.0,66.718353,0.0,0.0,270.0,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-04,34.39774271,0.377071713,busia,False,False,,False,False,dk_8031,dk_8031,False,hybrid_branded,False,819.34808,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
00c30dc6,migori,Wasio,,3.0,,,,,,,1081.579,0.0625,,False,2672.635,Kenya,2016,long_rains,maize,True,0.0,0.0,0.0,10.0,,-1.04339790344238,34.5273323059082,,,sc_simba_61,0.0252928752452135,,,False,,,,,,,,,,,,4.0,,,False,True,,,,,0.0,79.073601,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,0.0,beans,,,,,,,,,34.52915381,-1.050646082,migori,False,False,,False,False,sc_simba_61,sc_simba_61,False,hybrid_branded,False,2672.635,False,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,True,True,True,True,True,True
00cc5b99,teso,Kotur,,6.0,,,,,,,571.05267,0.25,,True,1411.1,Kenya,2016,long_rains,maize,False,19.7684,39.5368,0.0,10.0,,0.573778927326202,34.2909507751465,,,wh_505,0.101171500980854,,,False,,,,,,,,,,,,8.0,,,True,True,,,,,0.0,0.0,39.5368,0.0,0.0,500.0,,,,,,,,,,,,,,0.0,,,,,,,,,2016-04-13,34.3106949,0.5664649,teso,False,False,,False,False,wh_505,wh_505,False,hybrid_branded,False,1411.1,False,False,39.5368,False,0.0,False,0.0,False,19.7684,False,0.0,False,0.0,False,True,True,True,True,True,True,True
00d62107,butere,uhuyi,,2.0,,,,,,,1697.368,0.5,,True,4194.2822,Kenya,2016,long_rains,maize,False,61.776249,61.776249,0.0,11.0,apply in hole,0.213508605957031,34.4333419799805,,,wh_505,0.202343001961708,,,False,,,,,,,,,,,,7.0,,,False,True,,,,,0.0,0.0,24.710501,0.0,0.0,270.0,,,,,,,,,,,,,,0.0,,,,85.0,,,,,2016-04-02,34.4376846,0.2046386,butere,False,False,,False,False,wh_505,wh_505,False,hybrid_branded,False,4194.2822,False,False,61.776249,False,0.0,False,0.0,False,61.776249,False,0.0,False,0.0,False,True,True,True,True,True,True,True
00e1587d,rongo,kameji,,1.0,,,,,,,1105.2629,0.5,,True,2731.1609,Kenya,2016,long_rains,maize,True,0.0,98.842003,0.0,2.0,,-0.655666053295135,34.6149024963379,,,local,0.202343001961708,,,False,,,,,,,,,,,,0.0,,,False,False,,,,,0.0,19.7684,7.4131498,0.0,0.0,400.0,,,,,,,,,,,,,,0.0,beans,,,,,,,,,34.63314562,-0.669629368,rongo,False,True,,False,False,local,local,False,local,False,2731.1609,False,False,98.842003,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,True,True,True,True,True,True
00ebba7a,webuye,Matili,,3.0,,,,,,,1192.105,0.5,,True,2945.752,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,3.0,,0.733507037162781,34.7527389526367,,,pan_691,0.202343001961708,,,False,,,,,,,,,,,,0.0,,,True,False,,,,,0.0,49.421001,0.197684,0.0,0.0,,,,,,,,,,,,,,,0.0,swt potatoatoes,,,,,,,,2016-04-22,34.75071906,0.738268624,webuye,False,False,,False,False,pan_691,pan_691,False,hybrid_branded,False,2945.752,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01189b9d,gucha,Bogetenga,,1.0,,,,,,,939.47369,0.150000005960465,,True,2321.4871,Kenya,2016,long_rains,maize,True,411.84161,411.84161,0.0,3.0,,-0.817811787128448,34.6470985412598,,,dk_8031,0.0607029013335705,,,False,,,,,,,,,,,,2.0,,,False,False,,,,,0.0,0.0,74.131493,0.0,0.0,450.0,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-05,34.66127171,-0.800080653,gucha,False,False,,False,False,dk_8031,dk_8031,False,hybrid_branded,False,2321.4871,False,False,411.84161,False,0.0,False,0.0,False,411.84161,False,0.0,False,0.0,False,True,True,True,True,True,True,True
011a38b8,kisii,Santa,,2.0,,,,,,,526.3158,1.0,,True,1300.553,Kenya,2016,long_rains,maize,True,14.8263,14.8263,0.0,5.0,apply in hole,-0.568382024765015,34.7354698181152,,,sc_simba_61,0.404686003923416,,,False,,,,,,,,,,,,4.0,,,False,False,,,,,0.0,0.0,24.710501,0.0,0.0,100.0,,,,,,,,,,,,,,0.0,beans,,,69.333344,,,,,,34.7415358,-0.5625178,kisii,False,False,,False,False,sc_simba_61,sc_simba_61,False,hybrid_branded,False,1300.553,False,False,14.8263,False,0.0,False,0.0,False,14.8263,False,0.0,False,0.0,False,True,True,True,True,True,True,True
012e1161,migori,Anjego,,0.0,,,,,,,1118.421,0.25,,False,2763.6741,Kenya,2016,long_rains,maize,False,0.0,9.8842001,0.0,9.0,,-1.02642405033112,34.4396896362305,,,local,0.101171500980854,,,False,,,,,,,,,,,,7.0,,,False,False,,,,,0.0,19.7684,0.0,0.0,0.0,135.0,,,,,,,,,,,,,,0.0,,,,,,,,,2016-03-18,34.42104285,-1.007552915,migori,False,False,,False,False,local,local,False,local,False,2763.6741,False,False,9.8842001,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,True,True,True,True,True,True
012e9a7e,alego,Nyamila,,4.0,,,,,,,263.1579,0.25,,False,650.27631,Kenya,2016,long_rains,maize,True,0.0,0.0,0.0,4.0,,0.0965768918395042,34.3310012817383,,,local,0.101171500980854,,,False,,,,,,,,,,,,2.0,,,True,False,,,,,0.0,39.5368,0.0,0.0,0.0,240.0,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-01,34.33451104,0.115322358,alego,False,False,,False,False,local,local,False,local,False,650.27631,False,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,True,True,True,True,True,True
014334b8,butere,Ematende,,1.0,,,,,,,315.78949,1.0,,True,780.33148,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,1.0,,0.256440311670303,34.6094741821289,,,dk_8031,0.404686003923416,,,False,,,,,,,,,,,,0.0,,,True,True,,,,,0.0,9.8842001,12.35525,0.0,0.0,480.0,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-29,34.6039231,0.2614028,butere,False,False,,False,False,dk_8031,dk_8031,False,hybrid_branded,False,780.33148,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
0148ba5c,kakamega_south,lwanda,,3.0,,,,,,,1400.0,0.25,,True,3459.47,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,10.0,apply in hole,0.408795386552811,34.9155769348145,,,h_6213,0.101171500980854,,,False,,,,,,,,,,,,4.0,,,True,True,,,,,0.0,0.0,24.710501,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,100.3333,,,,,2016-04-05,,,kakamega(south),False,False,,False,False,h_6213,h_6213,False,hybrid_branded,False,3459.47,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
0149ceae,kakamega_north,Emuruba,,1.0,,,,,,,1181.579,0.5,,True,2919.741,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,5.0,apply in hole,0.160897329449654,34.6589775085449,,,pn_15,0.202343001961708,,,False,,,,,,,,,,,,3.0,,,False,False,,,,,0.0,0.0,24.710501,0.0,0.0,45.0,,,,,,,,,,,,,,0.0,beans,,,69.0,,,,,2016-04-05,,,kakamegab(north),False,False,,False,False,pn_15,pn_15,False,hybrid_branded,False,2919.741,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
016003f5,kakamega_south,bushiri,,4.0,,,,,,,1631.579,0.75,,True,4031.7129,Kenya,2016,long_rains,maize,True,82.368332,82.368332,0.0,9.0,,0.357268214225769,34.7339401245117,,,h_614d,0.303514510393143,,,False,,,,,,,,,,,,5.0,,,True,True,,,,,0.0,26.35787,28.99365,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-03-15,,,kakamega(south),False,False,,False,False,h_614d,h_614d,False,hybrid_branded,False,4031.7129,False,False,82.368332,False,0.0,False,0.0,False,82.368332,False,0.0,False,0.0,False,True,True,True,True,True,True,True
017ea716,teso,alomodoi,,0.0,,,,,,,1789.474,0.25,,True,4421.8789,Kenya,2016,long_rains,maize,True,247.105,247.105,0.0,7.0,apply in hole,0.520072817802429,34.1342163085938,,,wh_505,0.101171500980854,,,False,,,,,,,,,,,,5.0,,,False,False,,,,,0.0,0.0,24.710501,0.0,0.0,50.0,,,,,,,,,,,,,,0.0,beans,,,85.666656,,,,,2016-04-08,34.14399101,0.517552105,teso,False,False,,False,False,wh_505,wh_505,False,hybrid_branded,False,4421.8789,False,False,247.105,False,0.0,False,0.0,False,247.105,False,0.0,False,0.0,False,True,True,True,True,True,True,True
018f057b,busia,Bukhalalire,,0.0,,,,,,,297.36841,0.5,,True,734.81232,Kenya,2016,long_rains,maize,False,4.9421,4.9421,0.0,10.0,apply in hole,0.320248067378998,34.290657043457,,,h_614d,0.202343001961708,,,False,,,,,,,,,,,,7.0,,,False,True,,,,,0.0,4.9421,35.583118,0.0,0.0,100.0,,,,,,,,,,,,,,0.0,,,,86.666656,,,,,2016-04-10,34.2744541,0.3187037,busia,False,False,,False,False,h_614d,h_614d,False,hybrid_branded,False,734.81232,False,False,4.9421,False,0.0,False,0.0,False,4.9421,False,0.0,False,0.0,False,True,True,True,True,True,True,True
018f39ae,busia,Bwaliro,,2.0,,,,,,,1357.895,0.5,,True,3355.426,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,3.0,apply in hole,0.350379973649979,34.3040542602539,,,dk_8031,0.202343001961708,,,False,,,,,,,,,,,,1.0,,,False,False,,,,,0.0,0.0,24.710501,0.0,0.0,900.0,,,,,,,,,,,,,,0.0,beans,,,93.0,,,,,,34.32362782,0.393054858,busia,False,False,,False,False,dk_8031,dk_8031,False,hybrid_branded,False,3355.426,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01a0f772,webuye,Milo,,0.0,,,,,,,315.78949,2.0,,True,780.33148,Kenya,2016,long_rains,maize,True,12.35525,18.532881,0.0,7.0,,0.550743579864502,34.7294960021973,,,other_hybrid,0.809372007846832,,,False,,,,,,,,,,,,5.0,,,False,False,,,,,0.0,0.0,26.68734,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-05,34.736279,0.5501397,webuye,False,False,,False,False,other_hybrid,other_hybrid,False,other_hybrid,False,780.33148,False,False,18.532881,False,0.0,False,0.0,False,12.35525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01b52446,ndalu,Nakoba,,1.0,,,,,,,0.0,0.5,,True,0.0,Kenya,2016,long_rains,maize,True,39.5368,69.1894,0.0,12.0,,0.828992187976837,34.9161796569824,,,h_6213,0.202343001961708,,,False,,,,,,,,,,,,7.0,,,True,False,,,,,0.0,0.0,53.37468,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-09,34.8904947,0.8266069,ndalu,False,False,,False,False,h_6213,h_6213,False,hybrid_branded,False,0.0,True,False,69.1894,False,0.0,False,0.0,False,39.5368,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01ca5809,busia,Siribo,,1.0,,,,,,,431.57889,0.75,,False,1066.453,Kenya,2016,long_rains,maize,True,46.12627,65.894669,0.0,4.0,,0.581886947154999,34.558422088623,,,local,0.303514510393143,,,False,,,,,,,,,,,,2.0,,,True,False,,,,,0.0,6.589467,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,cassava,,,,,,,,2016-04-24,34.35467201,0.401157679,busia,False,False,,False,False,local,local,False,local,False,1066.453,False,False,65.894669,False,0.0,False,0.0,False,46.12627,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01cd04ae,busia,lunga,,1.0,,,,,,,700.0,1.0,,True,1729.735,Kenya,2016,long_rains,maize,True,9.8842001,9.8842001,0.0,9.0,,0.350347965955734,34.2494277954102,,,other_hybrid,0.404686003923416,,,False,,,,,,,,,,,,2.0,,,True,False,,,,,0.0,0.0,17.29735,0.0,0.0,400.0,,,,,,,,,,,,,,0.0,beans,,,,,,,,2016-04-16,34.2091847,0.3843801,busia,False,False,,False,False,other_hybrid,other_hybrid,False,other_hybrid,False,1729.735,False,False,9.8842001,False,0.0,False,0.0,False,9.8842001,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01d5c585,kakamega_north,Shabwali,,2.0,,,,,,,1034.21,0.25,,True,2555.5859,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,6.0,apply in hole,0.161064550280571,34.7200355529785,,,wh_505,0.101171500980854,,,False,,,,,,,,,,,,4.0,,,True,False,,,,,0.0,0.0,24.710501,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,66.0,,,,,2016-03-28,,,kakamegab(north),False,False,,False,False,wh_505,wh_505,False,hybrid_branded,False,2555.5859,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01dc71d1,kimilili,Makhonge,,1.0,,,,,,,763.1579,0.5,,True,1885.801,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,5.0,apply in hole,0.581940293312073,34.5584335327148,,,h_6213,0.202343001961708,,,True,,,,,,,,,,,,3.0,,,False,False,,,,,0.0,0.0,24.710501,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,78.666656,,,,,2016-04-04,34.57598852,0.761816975,kimilili,False,False,,False,False,h_6213,h_6213,False,hybrid_branded,False,1885.801,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01e36461,chwele,Mayanja,,2.0,,,,,,,505.26321,0.5,,True,1248.531,Kenya,2016,long_rains,maize,True,61.776249,61.776249,0.0,6.0,broadcast,0.581673145294189,34.5585594177246,,,wh_505,0.202343001961708,,,False,,,,,,,,,,,,2.0,,,False,False,,,,,0.0,0.0,44.478901,0.0,0.0,,,,,,,,,,,,,,,0.0,beans,,,75.0,,,,,2016-04-07,34.519611,0.6541411,chwele,False,False,,False,False,wh_505,wh_505,False,hybrid_branded,False,1248.531,False,False,61.776249,False,0.0,False,0.0,False,61.776249,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01ec286a,butere,Ebusia,,0.0,,,,,,,1986.842,0.5,,True,4909.5859,Kenya,2016,long_rains,maize,False,61.776249,61.776249,0.0,4.0,apply in hole,0.354415029287338,34.6274070739746,,,wh_505,0.202343001961708,,,False,,,,,,,,,,,,0.0,,,True,True,,,,,0.0,0.0,24.710501,0.0,0.0,360.0,,,,,,,,,,,,,,0.0,,,,79.333344,,,,,2016-04-16,34.62252308,0.361499848,butere,False,False,,False,False,wh_505,wh_505,False,hybrid_branded,False,4909.5859,False,False,61.776249,False,0.0,False,0.0,False,61.776249,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01efe8cc,kakamega_north,Mukongolo,,6.0,,,,,,,1044.7371,0.5,,True,2581.5969,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,7.0,apply in hole,0.1632010191679,34.6721076965332,,,wh_509,0.202343001961708,,,False,,,,,,,,,,,,1.0,,,True,True,,,,,0.0,0.0,24.710501,0.0,0.0,180.0,,,,,,,,,,,,,,0.0,beans,,,75.0,,,,,2016-04-13,,,kakamegab(north),False,False,,False,False,wh_509,wh_509,False,hybrid_branded,False,2581.5969,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
01f23713,chwele,kasosi,,3.0,,,,,,,1257.895,0.5,,True,3108.321,Kenya,2016,long_rains,maize,True,123.5525,123.5525,0.0,8.0,apply in hole,0.614879071712494,34.6108818054199,,,wh_505,0.202343001961708,,,False,,,,,,,,,,,,3.0,,,True,False,,,,,0.0,0.0,24.710501,0.0,0.0,1035.0,,,,,,,,,,,,,,0.0,beans,,,76.333344,,,,,2016-04-10,34.6060455,0.6171667,chwele,False,False,,False,False,wh_505,wh_505,False,hybrid_branded,False,3108.321,False,False,123.5525,False,0.0,False,0.0,False,123.5525,False,0.0,False,0.0,False,True,True,True,True,True,True,True
